"pkgname";"pkgver";"arch";"pkgrel";"location";"dep";"sizeC";"sizeU";"Desc"
"curl";"7.21.4";"x86_64";"1";"/slackware64/n";"";"684 K";"2360 K";" curl (command line URL data transfer tool) Curl is a command line tool for transferring data specified with URL syntax. The command is designed to work without user interaction or any kind of interactivity. Curl offers a busload of useful tricks like proxy support, user authentication, ftp upload, HTTP post, SSL (https:) connections, cookies, file transfer resume and more. libcurl is a library that Curl uses to do its job. It is readily available to be used by your software, too."
"cvs";"1.11.23";"x86_64";"1";"/slackware64/d";"";"844 K";"1560 K";" cvs (Concurrent Versions System) CVS is a version control system, which allows you to keep old versions of files (usually source code), keep a log of who, when, and why changes occurred, etc., like RCS or SCCS. It handles multiple developers, multiple directories, triggers to enable/log/control various operations, and can work over a wide area network. Some of the people who have worked on CVS include: Dick Grune, Brian Berliner, Jeff Polk, and others too numerous to mention."
"cxxlibs";"6.0.14";"x86_64";"1";"/slackware64/a";"";"860 K";"5380 K";" cxxlibs (C++ shared library compatibility package) This package contains the shared libraries needed to run dynamically linked C++ binaries linked with older versions of libstdc++."
"cyrus-sasl";"2.1.23";"x86_64";"1";"/slackware64/n";"";"408 K";"1700 K";" cyrus-sasl (Simple Authentication and Security Layer) This is the Cyrus SASL library. Cyrus SASL is used by mail programs on the client or server side to provide authentication and authorization services. See RFC 2222 for more information."
"damageproto";"1.2.1";"noarch";"1";"/slackware64/x";"";"16 K";"50 K";" damageproto damageproto is part of X11. For more information about the X.Org Foundation (the providers of the X.Org implementation of the X Window System), see their website: http://www.x.org"
"db42";"4.2.52";"x86_64";"3";"/slackware64/l";"";"376 K";"1240 K";" db42 (Berkeley database library version 4.2.x) The Berkeley Database (Berkeley DB) library provides embedded database support for both traditional and client/server applications. This package should be installed if compatibility is needed with databases created with the Berkeley DB version 4.2.x."
"db44";"4.4.20";"x86_64";"2";"/slackware64/l";"";"696 K";"6580 K";" db4 (Berkeley database library version 4.4.x) The Berkeley Database (Berkeley DB) library provides embedded database support for both traditional and client/server applications. This package should be installed if compatibility is needed with databases created with the Berkeley DB version 4.4.x."
"dbus";"1.4.1";"x86_64";"1";"/slackware64/a";"";"336 K";"1380 K";" dbus (D-Bus message bus system) D-Bus supplies both a system daemon (for events such as 'new hardware device added' or 'printer queue changed') and a per user login session daemon (for general IPC needs among user applications). Also, the message bus is built on top of a general one-to-one message passing framework, which can be used by any two apps to communicate directly (without going through the message bus daemon). "
"dbus-glib";"0.88";"x86_64";"1";"/slackware64/l";"";"128 K";"740 K";" dbus-glib (Glib bindings for dbus) This package includes the glib bindings for the dbus IPC library."
"dbus-python";"0.83.1";"x86_64";"1";"/slackware64/l";"";"112 K";"720 K";" dbus-python (Python bindings for dbus) This package includes python bindings for the D-Bus messagebus."
"dc3dd";"6.12.3";"x86_64";"1";"/slackware64/ap";"";"120 K";"490 K";" dc3dd (version of dd designed for computer forensics) dc3dd is a patched version of GNU dd to include a number of features useful for computer forensics. Many of these features were inspired by dcfldd, but were rewritten for dc3dd. Added features include robust error handling, logging, progress meter, image verification, split output and more. http://dc3dd.sourceforge.net/"
"dcron";"4.4";"x86_64";"1";"/slackware64/a";"";"32 K";"100 K";" dcron (Dillon's Cron daemon) The cron daemon runs in the background and executes tasks on behalf of users at the appropriate time. Many timed system tasks are started with cron, such as the nightly indexing with updatedb. dcron was written entirely from scratch by Matthew Dillon."
"ddrescue";"1.14";"x86_64";"1";"/slackware64/ap";"";"60 K";"140 K";" ddrescue (automatic data recovery tool) GNU ddrescue is a data recovery tool. It copies data from one file or block device (hard disc, cdrom, etc) to another, trying hard to rescue data in case of read errors. Every time you run it on the same output file, it tries to fill in the gaps. ddrescue home: http://www.gnu.org/software/ddrescue/ddrescue.html"
"dejavu-fonts-ttf";"2.33";"noarch";"1";"/slackware64/x";"";"2188 K";"10540 K";" dejavu-fonts-ttf (DejaVu fonts) The DejaVu fonts are a font family based on the Bitstream Vera Fonts (http://gnome.org/fonts/). Its purpose is to provide a wider range of characters (see http://dejavu.sf.net for more information) while maintaining the original look and feel. DejaVu fonts are based on Bitstream Vera fonts version 1.10."
"desktop-file-utils";"0.16";"x86_64";"2";"/slackware64/l";"";"48 K";"210 K";" desktop-file-utils (Utilities for manipulating desktop files) Some utilities from freedesktop.org for handling .desktop files: desktop-file-validate: validates a desktop file and prints warnings/errors about spec violations. desktop-file-install: installs a desktop file to the applications directory, optionally munging it a bit in transit. desktop-menu-tool: loads .vfolder-info and .menu files and does operations on them."
"dev86";"0.16.17";"x86_64";"2";"/slackware64/d";"";"288 K";"1100 K";" dev86 (8086 development utilities) This is a complete 8086 assembler and loader which can make 32-bit code for the 386+ processors. In the past it was used to compile the 16-bit bootsector and setup binaries for the kernel, but modern (2.4.x or newer) kernels use GNU ld instead. Homepage: http://homepage.ntlworld.com/robert.debath/"
"devs";"2.3.1";"noarch";"25";"/slackware64/a";"";"104 K";"5020 K";" devs (system device files) This package creates special files in the /dev directory that represent your system's hardware, and a tool (/dev/MAKEDEV) for creating new device files. These files are required to access hardware on a Linux system."
"dhcp";"4.2.1_P1";"x86_64";"1";"/slackware64/n";"";"1120 K";"6580 K";" dhcp (DHCP server and client utilities) This package provides the ISC's DHCP utilities, including both a server and client. The DHCP protocol allows a host to contact a central server which maintains a list of IP addresses which may be assigned on one or more subnets. A DHCP client may request an address from this pool, and then use it temporarily for communication on the network. The DHCP protocol also provides a mechanism whereby a client can learn important details about the network to which it is attached, such as the location of a default router or name server."
"dhcpcd";"5.2.11";"x86_64";"1";"/slackware64/n";"";"68 K";"150 K";" dhcpcd (DHCP client daemon) The DHCP client program dhcpcd is used to connect to a network by contacting a DHCP server. dhcpcd gets an IP address and other information from a corresponding DHCP server, configures the network interface automatically, and tries to renew the lease time according to RFC2131 or RFC1541 depending on the command line option."
"dialog";"1.1_20100428";"x86_64";"2";"/slackware64/a";"";"136 K";"440 K";" dialog (display dialog boxes from shell scripts) Dialog is a program to present a variety of questions or display messages using dialog boxes from a shell script. The Slackware package management script 'pkgtool' uses this, as do various other menu-driven console scripts. Dialog was originally contributed to Slackware by Savio Lam, and has been contributed to by many. Dialog is currently maintained by Thomas E. Dickey."
"diffstat";"1.53";"x86_64";"1";"/slackware64/ap";"";"24 K";"60 K";" diffstat (produces statistics from diff output) DiffStat is a simple filter that reads the output of the 'diff' program and displays a histogram of insertions, deletions, and modifications per-file. It is useful for reviewing large, complex patch files. Thomas E. Dickey is the author of DiffStat."
"diffutils";"3.0";"x86_64";"1";"/slackware64/ap";"";"312 K";"1250 K";" diffutils (finds differences between files) The GNU diff utilities finds differences between files. A major use for this package is to make source code patches."
"dirmngr";"1.1.0";"x86_64";"1";"/slackware64/n";"";"200 K";"650 K";" CRL (Certificate Revocation Lists Manager) Dirmngr is a server for managing and downloading certificate revocation lists (CRLs) for X.509 certificates and for downloading the certificates themselves. Dirmngr also handles OCSP requests as an alternative to CRLs. Dirmngr is either invoked internally by gpgsm (from gnupg 2.x) or when running as a system daemon through the dirmngr-client tool."
"distcc";"2.18.3";"x86_64";"2";"/slackware64/d";"";"120 K";"400 K";" distcc (distributed C/C++ compiler/daemon) distcc allows compilation of C code to be distributed across several machines on a network. distcc should always generate the same results as a local compile, is simple to install and use, and is often significantly faster than a local compile. IMPORTANT SECURITY NOTE: distccd should only run on trusted networks. distcc was written by Martin Pool."
"djvulibre";"3.5.24";"x86_64";"1";"/slackware64/l";"";"960 K";"3160 K";" djvulibre (web-centric document and image format) DjVu is a web-centric format and software platform for distributing documents and images. DjVu content downloads faster, displays and renders faster, looks nicer on a screen, and consume less client resources than competing formats. DjVu was originally developed at ATandT Labs-Research by Leon Bottou, Yann LeCun, Patrick Haffner, and many others. Homepage: http://djvu.sourceforge.net"
"dmapi";"2.2.10";"x86_64";"1";"/slackware64/ap";"";"32 K";"160 K";" dmapi (Data Management API library) A library required to use the Data Management API (DMAPI). This interface is defined in the X/Open document 'Systems Management: Data Storage Managment (XDSM) API' dated February 1997. The DMAPI library is used by the xfsdump utility."
"dmidecode";"2.11";"x86_64";"1";"/slackware64/ap";"";"60 K";"180 K";" dmidecode (DMI table decoder) dmidecode is a tool for dumping a computer's DMI table (some say SMBIOS) contents in a human-readable format. This table contains a description of the system's hardware components, as well as other useful pieces of information such as serial numbers and BIOS revision. dmidecode was written by Alan Cox and Jean Delvare."
